año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,produccion_tn
2010,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,14888
2011,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,16451
2012,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,14528
2013,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,14987
2014,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,16421
2015,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,14591
2016,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,10874
2017,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,13635
2018,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,12058
2019,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,11656
2020,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,12252
2021,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,14147
2022,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,10635
2023,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,12728
2024,Córdoba,Pocho,Girasol,-31.4627416617352,-65.4351550968219,Pampa Húmeda,11298
2000,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,24899
2001,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,20209
2002,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,15678
2003,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,17835
2004,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,17876
2005,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,18056
2006,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,14058
2007,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,17105
2008,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,14738
2009,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,13100
2010,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,13518
2011,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,15081
2012,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,13346
2013,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,13677
2014,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,14836
2015,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,13097
2016,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,9780
2017,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,12381
2018,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,11054
2019,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,10709
2020,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,11182
2021,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,12782
2022,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,9545
2023,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,11445
2024,Córdoba,Sobremonte,Girasol,-29.7643092597004,-64.1425182645874,Pampa Húmeda,10258
2000,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,26478
2001,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,22826
2002,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,18435
2003,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,20753
2004,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,19690
2005,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,18788
2006,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,14410
2007,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,18190
2008,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,16646
2009,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,15402
2010,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,15729
2011,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,16613
2012,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,13886
2013,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,14020
2014,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,15776
2015,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,14792
2016,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,11499
2017,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,14406
2018,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,12179
2019,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,11143
2020,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,11463
2021,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,13592
2022,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,10783
2023,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,13459
2024,Córdoba,Capital,Girasol,-31.4167568770155,-64.1835837727284,Pampa Húmeda,11938
2000,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,46632
2001,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,37879
2002,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,30314
2003,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,35795
2004,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,36375
2005,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,36062
2006,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,27081
2007,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,32036
2008,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,27624
2009,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,25325
2010,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,27131
2011,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,30690
2012,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,26654
2013,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,26346
2014,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,27784
2015,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,24548
2016,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,18907
2017,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,24847
2018,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,22497
2019,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,21385
2020,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,21541
2021,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,23938
2022,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,17892
2023,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,22131
2024,Córdoba,Juárez Celman,Girasol,-33.3295744809665,-63.6063858554279,Pampa Húmeda,20590
2000,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,27038
2001,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,22021
2002,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,17057
2003,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,19296
2004,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,19239
2005,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,19420
2006,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,15180
2007,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,18575
2008,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,16057
2009,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,14251
2010,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,14625
2011,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,16232
2012,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,14354
2013,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,14769
2014,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,16110
2015,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,14270
2016,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,10639
2017,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,13395
2018,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,11900
2019,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,11517
2020,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,12073
2021,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,13879
2022,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,10402
2023,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,12454
2024,Córdoba,Colón,Girasol,-31.1461809443167,-64.149086867857,Pampa Húmeda,11099
2000,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,24626
2001,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,21310
2002,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,17423
2003,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,19849
2004,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,18893
2005,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,17870
2006,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,13512
2007,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,16919
2008,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,15542
2009,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,14556
2010,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,15044
2011,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,15939
2012,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,13208
2013,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,13146
2014,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,14672
2015,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,13810
2016,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,10868
2017,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,13780
2018,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,11683
2019,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,10597
2020,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,10749
2021,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,12642
2022,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,10066
2023,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,12720
2024,Córdoba,Ischilín,Girasol,-30.3985157855081,-64.609928019562,Pampa Húmeda,11418
2000,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,25199
2001,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,21795
2002,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,17760
2003,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,20160
2004,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,19161
2005,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,18160
2006,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,13788
2007,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,17313
2008,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,15895
2009,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,14837
2010,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,15280
2011,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,16166
2012,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,13422
2013,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,13413
2014,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,15015
2015,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,14126
2016,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,11078
2017,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,13994
2018,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,11849
2019,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,10768
2020,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,10967
2021,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,12935
2022,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,10295
2023,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,12967
2024,Córdoba,Totoral,Girasol,-30.7263442710895,-63.9844039885161,Pampa Húmeda,11596
2000,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,28633
2001,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,23125
2002,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,18086
2003,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,20893
2004,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,21156
2005,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,21314
2006,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,16387
2007,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,19671
2008,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,16863
2009,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,15110
2010,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,15836
2011,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,17848
2012,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,15754
2013,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,15942
2014,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,17059
2015,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,14985
2016,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,11281
2017,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,14504
2018,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,13083
2019,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,12641
2020,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,13034
2021,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,14698
2022,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,10922
2023,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,13203
2024,Córdoba,General San Martín,Girasol,-32.5143227869566,-63.2562056057504,Pampa Húmeda,12018
2000,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,27252
2001,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,22128
2002,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,17697
2003,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,20890
2004,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,21230
2005,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,21058
2006,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,15822
2007,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,18721
2008,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,16137
2009,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,14785
2010,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,15832
2011,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,17912
2012,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,15564
2013,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,15393
2014,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,16238
2015,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,14339
2016,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,11037
2017,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,14501
2018,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,13129
2019,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,12489
2020,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,12586
2021,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,13990
2022,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,10453
2023,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,12921
2024,Córdoba,San Javier,Girasol,-32.0760871294213,-65.1422236066015,Pampa Húmeda,12015
2000,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,34900
2001,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,28326
2002,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,21976
2003,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,24998
2004,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,25055
2005,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,25308
2006,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,19705
2007,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,23977
2008,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,20657
2009,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,18360
2010,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,18948
2011,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,21139
2012,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,18706
2013,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,19170
2014,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,20794
2015,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,18358
2016,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,13706
2017,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,17353
2018,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,15496
2019,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,15009
2020,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,15674
2021,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,17916
2022,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,13380
2023,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,16045
2024,Córdoba,Río Primero,Girasol,-31.0315240757859,-63.436114778127,Pampa Húmeda,14380
2000,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,109372
2001,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,94285
2002,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,78024
2003,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,90574
2004,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,87277
2005,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,82256
2006,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,61100
2007,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,75138
2008,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,68759
2009,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,65186
2010,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,68647
2011,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,73635
2012,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,60798
2013,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,59440
2014,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,65166
2015,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,61101
2016,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,48665
2017,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,62872
2018,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,53978
2019,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,48782
2020,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,48599
2021,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,56142
2022,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,44536
2023,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,56962
2024,Córdoba,Marcos Juárez,Girasol,-33.0308431509632,-62.2775947053165,Pampa Húmeda,52098
2000,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,27432
2001,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,22274
2002,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,17814
2003,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,21028
2004,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,21371
2005,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,21198
2006,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,15927
2007,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,18845
2008,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,16243
2009,Córdoba,Calamuchita,Girasol,-32.2020591306015,-64.6151725606746,Pampa Húmeda,14883
