año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,sup_sembrada_ha
2006,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,11839
2007,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,13812
2008,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,10035
2009,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,7280
2010,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,8041
2011,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,10429
2012,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,8037
2013,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,7454
2014,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,9057
2015,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,11668
2016,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,12916
2017,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,13784
2018,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,12870
2019,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,13033
2020,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,14031
2021,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,16302
2022,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,16569
2023,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,16204
2024,Entre Ríos,Nogoyá,Trigo,-32.2187123476403,-59.7697019154662,NEA,15622
2000,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,14756
2001,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,13861
2002,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,12889
2003,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,15201
2004,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,15274
2005,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,12990
2006,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,12648
2007,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,13848
2008,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,9460
2009,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,6772
2010,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,7824
2011,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,10877
2012,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,8739
2013,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,7963
2014,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,9081
2015,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,11000
2016,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,12015
2017,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,13412
2018,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,13423
2019,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,14171
2020,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,14990
2021,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,16346
2022,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,15621
2023,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,15074
2024,Entre Ríos,Tala,Trigo,-32.3174117218427,-59.2672864854832,NEA,15201
2000,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14641
2001,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14219
2002,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,13707
2003,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16328
2004,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16053
2005,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,13162
2006,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,12491
2007,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,13740
2008,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,9705
2009,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,7202
2010,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,8404
2011,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,11432
2012,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,8855
2013,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,7865
2014,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,9010
2015,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,11285
2016,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,12777
2017,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14407
2018,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14108
2019,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14359
2020,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,14804
2021,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16218
2022,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16025
2023,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16030
2024,Entre Ríos,Gualeguay,Trigo,-33.1192366285416,-59.6014598265182,NEA,16328
2000,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13907
2001,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13036
2002,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,11870
2003,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13672
2004,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13639
2005,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,11756
2006,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,11717
2007,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13052
2008,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,8898
2009,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,6237
2010,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,7037
2011,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,9713
2012,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,7908
2013,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,7378
2014,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,8558
2015,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,10346
2016,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,11065
2017,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,12064
2018,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,11986
2019,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,12824
2020,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13887
2021,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,15405
2022,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,14692
2023,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13882
2024,Entre Ríos,Federación,Trigo,-30.7348532046962,-58.1591551818899,NEA,13672
2000,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,13231
2001,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,13220
2002,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,12784
2003,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14885
2004,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14179
2005,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,11416
2006,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,10937
2007,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,12417
2008,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,9023
2009,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,6717
2010,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,7661
2011,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,10097
2012,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,7680
2013,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,6886
2014,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,8142
2015,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,10492
2016,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,11917
2017,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,13134
2018,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,12461
2019,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,12453
2020,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,12962
2021,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14656
2022,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14899
2023,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14951
2024,Entre Ríos,La Paz,Trigo,-30.8973573249588,-59.5004308899395,NEA,14885
2000,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,13618
2001,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,13422
2002,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,12415
2003,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,13846
2004,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,13052
2005,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,10849
2006,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,10934
2007,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,12780
2008,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,9161
2009,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,6523
2010,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,7127
2011,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,9295
2012,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,7298
2013,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,6884
2014,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,8380
2015,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,10652
2016,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,11573
2017,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,12217
2018,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,11470
2019,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,11835
2020,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,12959
2021,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,15085
2022,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,15126
2023,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,14519
2024,Entre Ríos,Feliciano,Trigo,-30.4138996015365,-58.7288907563202,NEA,13846
2000,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,17048
2001,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,16711
2002,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,16175
2003,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,19194
2004,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,18709
2005,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,15228
2006,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,14442
2007,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,15999
2008,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,11406
2009,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,8499
2010,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,9879
2011,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,13323
2012,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,10245
2013,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,9093
2014,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,10491
2015,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,13263
2016,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,15078
2017,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,16936
2018,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,16441
2019,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,16613
2020,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,17116
2021,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,18883
2022,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,18833
2023,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,18917
2024,La Pampa,Hucal,Trigo,-37.9792315730965,-63.9544864276514,Pampa Semiárida,19194
2000,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17360
2001,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,16273
2002,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,14817
2003,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17067
2004,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17025
2005,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,14674
2006,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,14626
2007,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,16292
2008,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,11107
2009,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,7785
2010,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,8784
2011,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,12124
2012,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,9872
2013,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,9209
2014,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,10683
2015,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,12915
2016,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,13812
2017,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,15059
2018,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,14961
2019,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,16008
2020,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17335
2021,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,19229
2022,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,18339
2023,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17328
2024,La Pampa,Caleu Caleu,Trigo,-38.6756398635536,-63.8968185406946,Pampa Semiárida,17067
2000,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,17338
2001,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,17358
2002,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,16439
2003,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,18612
2004,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,17454
2005,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,14182
2006,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,13979
2007,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,16271
2008,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,11848
2009,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,8637
2010,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,9579
2011,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,12430
2012,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,9541
2013,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,8802
2014,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,10670
2015,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,13776
2016,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,15324
2017,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,16422
2018,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,15339
2019,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,15472
2020,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,16568
2021,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,19205
2022,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,19562
2023,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,19225
2024,La Pampa,Lihuel Calel,Trigo,-38.2616348854642,-65.0966893102146,Pampa Semiárida,18612
2000,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,18154
2001,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17579
2002,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,16022
2003,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17850
2004,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17073
2005,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,14464
2006,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,14696
2007,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17037
2008,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,11998
2009,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,8418
2010,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,9188
2011,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,12158
2012,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,9730
2013,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,9253
2014,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,11172
2015,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,13952
2016,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,14936
2017,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,15750
2018,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,15004
2019,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,15779
2020,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17418
2021,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,20110
2022,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,19811
2023,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,18737
2024,La Pampa,Curacó,Trigo,-38.1797329921075,-66.330067375997,Pampa Semiárida,17850
2000,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,19642
2001,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,19581
2002,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,18383
2003,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,20667
2004,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,19379
2005,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,15862
2006,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,15780
2007,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,18434
2008,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,13364
2009,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,9659
2010,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,10637
2011,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,13800
2012,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,10671
2013,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,9936
2014,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,12088
2015,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,15540
2016,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,17136
2017,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,18235
2018,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,17030
2019,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,17304
2020,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,18702
2021,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,21758
2022,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,22067
2023,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,21498
2024,La Pampa,Loventué,Trigo,-36.4785080840981,-65.533063651288,Pampa Semiárida,20667
2000,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,19178
2001,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,18009
2002,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,16352
2003,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,18734
2004,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,18621
2005,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,16063
2006,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,16082
2007,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,17998
2008,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,12292
2009,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,8592
2010,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,9643
2011,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,13260
2012,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,10806
2013,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,10126
2014,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,11802
2015,La Pampa,Limay Mahuida,Trigo,-37.2419021199685,-66.5552326917265,Pampa Semiárida,14293
