año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2014,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.76
2015,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.71
2016,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.41
2017,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.8
2018,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.85
2019,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.89
2020,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.76
2021,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.87
2022,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.56
2023,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.93
2024,Entre Ríos,Gualeguaychú,Girasol,-33.0223490410459,-58.7858051710614,NEA,1.9
2000,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.35
2001,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.41
2002,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.27
2003,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.46
2004,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.56
2005,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.52
2006,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.33
2007,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.62
2008,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.6
2009,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.66
2010,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.62
2011,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.68
2012,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.52
2013,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.72
2014,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.76
2015,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.71
2016,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.41
2017,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.8
2018,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.85
2019,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.89
2020,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.76
2021,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.87
2022,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.56
2023,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.93
2024,Entre Ríos,Islas del Ibicuy,Girasol,-33.6249961546235,-58.9338958542555,NEA,1.9
2000,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.35
2001,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.41
2002,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.27
2003,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.46
2004,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.56
2005,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.52
2006,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.33
2007,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.62
2008,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.6
2009,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.66
2010,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.62
2011,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.68
2012,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.52
2013,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.72
2014,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.76
2015,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.71
2016,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.41
2017,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.8
2018,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.85
2019,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.89
2020,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.76
2021,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.87
2022,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.56
2023,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.93
2024,Entre Ríos,Victoria,Girasol,-32.7839424597941,-60.2180700308372,NEA,1.9
2000,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.35
2001,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.41
2002,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.27
2003,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.46
2004,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.56
2005,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.52
2006,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.33
2007,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.62
2008,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.6
2009,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.66
2010,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.62
2011,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.68
2012,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.52
2013,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.72
2014,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.76
2015,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.71
2016,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.41
2017,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.8
2018,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.85
2019,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.89
2020,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.76
2021,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.87
2022,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.56
2023,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.93
2024,Entre Ríos,Diamante,Girasol,-32.228040549074,-60.5239335893593,NEA,1.9
2000,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.35
2001,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.41
2002,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.27
2003,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.46
2004,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.56
2005,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.52
2006,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.33
2007,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.62
2008,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.6
2009,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.66
2010,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.62
2011,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.68
2012,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.52
2013,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.72
2014,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.76
2015,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.71
2016,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.41
2017,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.8
2018,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.85
2019,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.89
2020,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.76
2021,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.87
2022,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.56
2023,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.93
2024,Entre Ríos,Uruguay,Girasol,-32.4477599400377,-58.5842252100111,NEA,1.9
2000,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.35
2001,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.41
2002,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.27
2003,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.46
2004,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.56
2005,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.52
2006,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.33
2007,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.62
2008,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.6
2009,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.66
2010,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.62
2011,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.68
2012,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.52
2013,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.72
2014,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.76
2015,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.71
2016,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.41
2017,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.8
2018,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.85
2019,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.89
2020,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.76
2021,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.87
2022,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.56
2023,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.93
2024,Entre Ríos,Paraná,Girasol,-31.6952294494901,-60.0411744815271,NEA,1.9
2000,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.35
2001,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.41
2002,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.27
2003,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.46
2004,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.56
2005,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.52
2006,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.33
2007,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.62
2008,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.6
2009,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.66
2010,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.62
2011,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.68
2012,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.52
2013,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.72
2014,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.76
2015,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.71
2016,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.41
2017,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.8
2018,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.85
2019,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.89
2020,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.76
2021,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.87
2022,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.56
2023,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.93
2024,Entre Ríos,Colón,Girasol,-32.0114827530749,-58.3699129592392,NEA,1.9
2000,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.35
2001,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.41
2002,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.27
2003,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.46
2004,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.56
2005,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.52
2006,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.33
2007,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.62
2008,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.6
2009,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.66
2010,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.62
2011,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.68
2012,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.52
2013,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.72
2014,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.76
2015,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.71
2016,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.41
2017,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.8
2018,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.85
2019,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.89
2020,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.76
2021,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.87
2022,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.56
2023,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.93
2024,Entre Ríos,Villaguay,Girasol,-31.6477388964372,-59.0594708103114,NEA,1.9
2000,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.35
2001,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.41
2002,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.27
2003,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.46
2004,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.56
2005,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.52
2006,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.33
2007,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.62
2008,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.6
2009,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.66
2010,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.62
2011,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.68
2012,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.52
2013,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.72
2014,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.76
2015,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.71
2016,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.41
2017,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.8
2018,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.85
2019,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.89
2020,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.76
2021,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.87
2022,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.56
2023,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.93
2024,Entre Ríos,San Salvador,Girasol,-31.576883538854,-58.4863728567569,NEA,1.9
2000,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.35
2001,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.41
2002,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.27
2003,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.46
2004,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.56
2005,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.52
2006,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.33
2007,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.62
2008,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.6
2009,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.66
2010,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.62
2011,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.68
2012,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.52
2013,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.72
2014,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.76
2015,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.71
2016,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.41
2017,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.8
2018,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.85
2019,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.89
2020,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.76
2021,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.87
2022,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.56
2023,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.93
2024,Entre Ríos,Nogoyá,Girasol,-32.2187123476403,-59.7697019154662,NEA,1.9
2000,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.35
2001,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.41
2002,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.27
2003,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.46
2004,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.56
2005,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.52
2006,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.33
2007,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.62
2008,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.6
2009,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.66
2010,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.62
2011,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.68
2012,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.52
2013,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.72
2014,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.76
2015,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.71
2016,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.41
2017,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.8
2018,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.85
2019,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.89
2020,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.76
2021,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.87
2022,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.56
2023,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.93
2024,Entre Ríos,Tala,Girasol,-32.3174117218427,-59.2672864854832,NEA,1.9
2000,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.35
2001,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.41
2002,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.27
2003,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.46
2004,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.56
2005,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.52
2006,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.33
2007,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.62
2008,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.6
2009,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.66
2010,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.62
2011,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.68
2012,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.52
2013,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.72
2014,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.76
2015,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.71
2016,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.41
2017,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.8
2018,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.85
2019,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.89
2020,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.76
2021,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.87
2022,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.56
2023,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.93
2024,Entre Ríos,Gualeguay,Girasol,-33.1192366285416,-59.6014598265182,NEA,1.9
2000,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.35
2001,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.41
2002,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.27
2003,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.46
2004,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.56
